name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kollam,2017-05-07,32.3,26.6,28.6,42.3,26.6,33.8,25.3,83.0,0.897,100,8.33,rain,0.0,0.0,29.9,14.0,80.8,1010.6,59.7,4.4,172.0,14.8,7.0,,2017-05-07T06:05:49,2017-05-07T18:34:38,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOTV,43371099999,43355099999,43354099999,remote,43372099999,43352099999"
kollam,2017-05-08,32.0,26.4,29.6,40.7,26.4,35.2,25.1,77.5,0.0,0,0.0,,0.0,0.0,23.0,14.8,260.7,1009.7,44.3,5.2,185.3,16.1,6.0,,2017-05-08T06:05:34,2017-05-08T18:34:46,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-09,33.1,27.7,30.3,42.2,32.7,37.0,25.4,75.3,0.0,0,0.0,,0.0,0.0,37.1,24.1,305.4,1008.9,46.5,4.9,234.2,20.4,9.0,,2017-05-09T06:05:19,2017-05-09T18:34:55,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-10,33.3,24.2,29.3,42.5,24.2,34.5,24.9,78.2,10.623,100,8.33,rain,0.0,0.0,32.4,22.3,312.5,1008.4,44.2,4.6,256.9,22.2,9.0,,2017-05-10T06:05:06,2017-05-10T18:35:03,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-11,32.1,24.0,28.7,40.7,24.0,33.4,24.6,78.8,20.513,100,8.33,rain,0.0,0.0,30.2,20.5,309.3,1007.9,55.1,4.5,244.1,21.0,9.0,,2017-05-11T06:04:53,2017-05-11T18:35:12,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-12,33.0,27.6,29.6,43.1,32.6,36.2,25.7,80.1,0.338,100,4.17,rain,0.0,0.0,30.2,24.1,313.0,1007.9,47.5,4.5,236.5,20.5,9.0,,2017-05-12T06:04:41,2017-05-12T18:35:22,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOTV,43371099999,43355099999,43354099999,remote,43372099999,43352099999"
kollam,2017-05-13,33.2,27.0,30.2,41.9,30.6,36.8,25.5,76.9,0.0,0,0.0,,0.0,0.0,27.4,18.4,299.9,1007.8,48.4,4.6,258.0,22.4,9.0,,2017-05-13T06:04:30,2017-05-13T18:35:32,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-14,33.3,25.9,29.8,42.3,25.9,36.3,25.7,79.8,14.414,100,8.33,rain,0.0,0.0,35.3,20.5,297.6,1008.1,56.1,4.8,230.3,20.1,8.0,,2017-05-14T06:04:19,2017-05-14T18:35:42,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOTV,43371099999,43355099999,43354099999,remote,43372099999,43352099999"
kollam,2017-05-15,32.1,25.8,29.1,40.9,25.8,34.6,25.7,82.3,20.684,100,4.17,rain,0.0,0.0,33.1,22.3,303.7,1007.7,50.7,4.8,229.0,19.8,8.0,,2017-05-15T06:04:09,2017-05-15T18:35:53,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-16,33.1,27.6,30.0,42.3,32.5,37.4,26.1,80.3,0.0,0,0.0,,0.0,0.0,28.8,22.3,302.8,1006.7,49.2,5.1,235.7,20.3,8.0,,2017-05-16T06:04:00,2017-05-16T18:36:04,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-17,33.0,28.0,30.8,43.8,32.7,39.2,26.4,77.8,0.966,100,4.17,rain,0.0,0.0,30.2,22.3,295.0,1007.0,55.4,5.1,229.4,19.8,8.0,,2017-05-17T06:03:52,2017-05-17T18:36:16,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,remote,43354099999,43372099999,43352099999"
kollam,2017-05-18,33.0,25.6,29.3,43.8,25.6,35.8,26.0,83.1,8.692,100,8.33,rain,0.0,0.0,40.7,20.5,292.7,1008.5,64.4,4.3,203.1,17.7,8.0,,2017-05-18T06:03:44,2017-05-18T18:36:27,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOTV,43371099999,43355099999,remote,43354099999,43372099999,43352099999"
kollam,2017-05-19,32.0,25.5,28.8,41.7,25.5,33.8,25.2,81.0,10.859,100,4.17,rain,0.0,0.0,31.3,20.5,306.3,1008.8,54.4,4.2,190.5,16.4,7.0,,2017-05-19T06:03:37,2017-05-19T18:36:40,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-20,32.3,27.6,29.8,42.3,32.3,36.9,26.0,80.8,14.97,100,4.17,rain,0.0,0.0,32.8,18.4,297.4,1008.0,56.5,4.9,167.9,14.6,7.0,,2017-05-20T06:03:32,2017-05-20T18:36:52,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-21,32.0,26.6,29.3,39.8,26.6,35.1,25.2,79.3,14.97,100,4.17,rain,0.0,0.0,32.0,22.3,309.7,1005.8,62.2,4.6,134.5,11.7,7.0,,2017-05-21T06:03:26,2017-05-21T18:37:05,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-22,29.0,27.0,28.1,36.8,30.5,33.1,25.2,84.3,1.517,100,8.33,rain,0.0,0.0,28.8,18.4,316.3,1006.6,72.5,3.4,109.3,9.5,5.0,,2017-05-22T06:03:22,2017-05-22T18:37:18,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-23,31.3,26.5,29.0,40.6,26.5,34.9,25.6,82.2,2.9,100,4.17,rain,0.0,0.0,27.0,18.4,300.4,1006.8,53.6,4.8,177.2,15.3,7.0,,2017-05-23T06:03:18,2017-05-23T18:37:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,remote,43354099999,43372099999,43352099999"
kollam,2017-05-24,32.0,28.0,30.0,42.3,33.4,37.8,26.3,80.7,0.0,0,0.0,,0.0,0.0,29.9,18.4,302.8,1006.8,51.3,4.9,193.5,16.8,8.0,,2017-05-24T06:03:15,2017-05-24T18:37:45,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-25,32.6,26.9,29.2,42.7,29.6,34.8,24.9,78.2,0.0,0,0.0,,0.0,0.0,34.2,16.6,306.2,1006.7,54.9,4.8,165.2,14.3,6.0,,2017-05-25T06:03:13,2017-05-25T18:37:59,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-26,31.2,26.0,28.6,40.0,26.0,33.8,25.2,82.5,0.752,100,8.33,rain,0.0,0.0,37.1,20.5,304.1,1007.1,64.8,4.4,113.4,9.8,5.0,,2017-05-26T06:03:11,2017-05-26T18:38:13,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-27,32.2,27.5,29.4,40.7,31.5,35.4,25.4,79.5,0.245,100,8.33,rain,0.0,0.0,31.3,18.4,303.6,1006.9,59.4,4.7,235.7,20.6,8.0,,2017-05-27T06:03:11,2017-05-27T18:38:27,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,43354099999,remote,43372099999,43352099999"
kollam,2017-05-28,30.3,26.0,27.9,37.3,26.0,32.1,25.2,85.7,4.256,100,16.67,rain,0.0,0.0,36.0,24.1,300.1,1007.8,70.4,4.0,188.9,16.3,7.0,,2017-05-28T06:03:10,2017-05-28T18:38:42,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-29,29.2,24.6,26.1,35.7,24.6,27.4,24.6,91.6,32.898,100,29.17,rain,0.0,0.0,38.2,25.9,309.0,1007.9,77.4,3.2,127.8,11.1,6.0,,2017-05-29T06:03:11,2017-05-29T18:38:56,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,remote,43354099999,43372099999,43352099999"
kollam,2017-05-30,30.0,23.9,26.0,36.2,23.9,27.3,24.4,91.1,22.274,100,20.83,rain,0.0,0.0,39.2,20.5,320.8,1008.1,70.0,3.8,88.1,7.7,4.0,,2017-05-30T06:03:13,2017-05-30T18:39:11,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-05-31,30.0,24.9,27.4,37.4,24.9,31.0,25.0,86.9,12.449,100,12.5,rain,0.0,0.0,39.6,22.3,293.7,1007.5,63.0,4.6,99.6,8.5,6.0,,2017-05-31T06:03:15,2017-05-31T18:39:26,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,remote,43354099999,43372099999,43352099999"
kollam,2017-06-01,29.0,25.0,26.5,35.0,25.0,27.8,24.7,90.0,10.931,100,20.83,rain,0.0,0.0,54.4,18.4,342.3,1007.1,69.9,3.4,164.3,14.3,7.0,,2017-06-01T06:03:17,2017-06-01T18:39:41,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-02,30.0,23.8,26.2,36.2,23.8,28.0,24.3,89.8,40.332,100,20.83,rain,0.0,0.0,44.3,22.3,298.5,1008.4,76.6,3.4,144.2,12.5,6.0,,2017-06-02T06:03:21,2017-06-02T18:39:57,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,remote,43354099999,43372099999,43352099999"
kollam,2017-06-03,30.0,24.0,26.5,36.2,24.0,29.1,24.8,90.5,44.219,100,16.67,rain,0.0,0.0,48.2,18.4,311.0,1009.2,65.4,3.4,80.7,7.0,4.0,,2017-06-03T06:03:25,2017-06-03T18:40:12,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-04,29.0,24.3,27.2,35.6,24.3,31.1,25.5,90.6,37.79,100,20.83,rain,0.0,0.0,42.8,18.7,297.4,1008.9,65.4,4.5,169.9,14.9,7.0,,2017-06-04T06:03:29,2017-06-04T18:40:28,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,remote,43354099999,43372099999,43352099999"
kollam,2017-06-05,30.0,25.7,27.6,38.8,25.7,31.3,25.4,88.2,1.932,100,8.33,rain,0.0,0.0,37.4,14.8,294.0,1008.9,62.6,3.8,178.0,15.4,7.0,,2017-06-05T06:03:35,2017-06-05T18:40:43,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-06,31.0,25.7,27.3,37.4,25.7,30.1,24.7,86.1,3.551,100,12.5,rain,0.0,0.0,39.6,22.3,303.9,1009.5,64.4,4.2,178.4,15.5,6.0,,2017-06-06T06:03:41,2017-06-06T18:40:59,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-07,30.0,25.7,27.4,36.2,25.7,30.5,24.9,86.4,0.386,100,4.17,rain,0.0,0.0,38.2,16.6,314.4,1009.8,65.6,3.6,149.8,13.1,5.0,,2017-06-07T06:03:47,2017-06-07T18:41:14,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-08,31.0,25.7,28.1,37.8,25.7,31.7,24.4,81.0,0.0,0,0.0,,0.0,0.0,37.1,24.1,309.4,1008.6,49.3,4.7,239.4,20.9,8.0,,2017-06-08T06:03:54,2017-06-08T18:41:30,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-09,30.5,25.8,28.1,37.4,25.8,32.2,24.8,82.6,0.0,0,0.0,,0.0,0.0,37.1,20.5,303.8,1008.2,59.3,4.5,182.9,15.8,7.0,,2017-06-09T06:04:02,2017-06-09T18:41:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-10,28.0,25.4,26.8,31.9,25.4,29.1,24.3,86.1,7.553,100,16.67,rain,0.0,0.0,41.0,24.1,305.6,1008.8,68.8,3.8,62.0,5.4,2.0,,2017-06-10T06:04:10,2017-06-10T18:42:01,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-11,31.0,24.8,27.1,37.8,24.8,29.2,23.6,81.9,0.097,100,4.17,rain,0.0,0.0,38.2,16.6,312.4,1008.7,67.1,4.6,176.2,15.2,6.0,,2017-06-11T06:04:19,2017-06-11T18:42:16,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-12,30.4,24.9,27.3,37.0,24.9,30.2,24.3,84.0,0.614,100,8.33,rain,0.0,0.0,47.5,20.5,315.7,1007.9,70.1,4.3,148.5,12.8,5.0,,2017-06-12T06:04:28,2017-06-12T18:42:31,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-13,30.0,25.8,27.5,36.7,25.8,31.0,24.9,85.7,5.483,100,8.33,rain,0.0,0.0,37.8,14.8,300.6,1007.6,64.1,4.3,177.7,15.5,6.0,,2017-06-13T06:04:38,2017-06-13T18:42:46,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-14,30.3,26.6,28.4,38.8,26.6,33.9,25.7,85.7,0.0,0,0.0,,0.0,0.0,30.2,16.6,293.1,1008.6,48.5,5.0,195.2,16.9,7.0,,2017-06-14T06:04:48,2017-06-14T18:43:01,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-15,30.1,26.7,28.4,38.8,29.9,34.1,25.8,85.6,0.4,100,12.5,rain,0.0,0.0,33.8,20.5,299.8,1008.8,56.5,4.6,198.7,17.1,7.0,,2017-06-15T06:04:59,2017-06-15T18:43:16,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOTV,43371099999,43355099999,43354099999,remote,43372099999,43352099999"
kollam,2017-06-16,31.3,26.6,28.7,40.6,26.6,34.4,25.6,83.6,1.449,100,4.17,rain,0.0,0.0,30.2,18.4,299.8,1008.5,49.7,4.7,190.9,16.4,7.0,,2017-06-16T06:05:10,2017-06-16T18:43:30,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-17,31.3,26.8,28.9,39.7,30.1,34.5,25.4,81.8,0.0,0,0.0,,0.0,0.0,34.2,20.5,305.5,1008.1,40.1,5.2,228.5,19.8,9.0,,2017-06-17T06:05:21,2017-06-17T18:43:44,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-18,31.3,26.8,28.7,39.7,30.3,34.7,25.9,84.8,2.517,100,8.33,rain,0.0,0.0,31.7,20.5,302.8,1007.7,40.0,5.1,238.6,20.6,8.0,,2017-06-18T06:05:33,2017-06-18T18:43:58,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-19,31.2,26.7,28.8,39.1,29.9,34.5,25.5,83.0,0.0,0,0.0,,0.0,0.0,32.8,20.5,305.8,1007.6,42.7,4.9,215.1,18.7,7.0,,2017-06-19T06:05:45,2017-06-19T18:44:12,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-20,31.2,26.8,28.9,40.6,29.9,34.9,25.6,82.7,0.2,100,4.17,rain,0.0,0.0,37.1,22.3,302.4,1008.1,49.2,5.1,217.7,18.9,8.0,,2017-06-20T06:05:58,2017-06-20T18:44:26,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,remote,43354099999,43372099999,43352099999"
kollam,2017-06-21,31.0,26.6,28.6,40.6,26.6,33.9,25.1,81.5,0.2,100,4.17,rain,0.0,0.0,33.5,20.5,307.7,1008.7,43.8,5.0,214.2,18.6,8.0,,2017-06-21T06:06:11,2017-06-21T18:44:39,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOTV,43371099999,43355099999,43354099999,remote,43372099999,43352099999"
kollam,2017-06-22,31.1,26.0,28.7,41.5,26.0,34.3,25.4,82.5,2.242,100,4.17,rain,0.0,0.0,35.6,20.5,300.1,1009.1,47.5,4.8,193.9,16.6,7.0,,2017-06-22T06:06:24,2017-06-22T18:44:51,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-23,30.0,26.0,27.8,37.4,26.0,31.2,24.1,80.6,0.0,0,0.0,,0.0,0.0,41.8,20.5,309.3,1009.1,55.3,4.3,199.1,17.2,7.0,,2017-06-23T06:06:37,2017-06-23T18:45:04,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-24,29.7,24.4,26.6,36.1,24.4,27.9,23.0,81.0,16.068,100,20.83,rain,0.0,0.0,43.2,20.5,316.4,1007.9,67.8,3.8,76.2,6.7,4.0,,2017-06-24T06:06:51,2017-06-24T18:45:16,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-25,28.1,23.9,25.9,32.3,23.9,26.9,22.3,80.6,26.449,100,16.67,rain,0.0,0.0,43.2,20.5,306.0,1007.2,69.7,3.7,146.9,12.8,6.0,,2017-06-25T06:07:05,2017-06-25T18:45:27,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-26,29.1,23.9,25.9,34.9,23.9,27.1,22.3,80.7,44.692,100,20.83,rain,0.0,0.0,44.6,18.4,316.4,1008.4,71.8,3.4,163.3,14.0,7.0,,2017-06-26T06:07:19,2017-06-26T18:45:38,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-27,28.0,23.7,25.2,31.9,23.7,25.6,22.6,86.1,68.723,100,29.17,rain,0.0,0.0,46.8,29.5,327.8,1009.7,71.4,2.6,124.3,10.8,5.0,,2017-06-27T06:07:33,2017-06-27T18:45:49,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-28,31.1,23.8,27.0,39.7,23.8,30.1,24.2,85.2,7.207,100,12.5,rain,0.0,0.0,44.6,20.5,309.0,1009.1,70.3,4.5,160.5,13.7,6.0,,2017-06-28T06:07:47,2017-06-28T18:45:59,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-06-29,31.1,25.7,28.1,39.1,25.7,32.2,24.2,79.4,0.048,100,4.17,rain,0.0,0.0,41.8,20.5,311.4,1008.5,50.5,5.2,226.8,19.8,8.0,,2017-06-29T06:08:02,2017-06-29T18:46:09,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOTV,43371099999,43355099999,43354099999,remote,43372099999,43352099999"
kollam,2017-06-30,30.3,25.7,27.5,36.9,25.7,30.2,23.6,79.4,18.417,100,12.5,rain,0.0,0.0,46.8,20.5,301.5,1008.0,48.2,4.3,231.5,19.9,8.0,,2017-06-30T06:08:16,2017-06-30T18:46:18,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-01,30.0,25.8,27.2,37.4,25.8,29.7,23.6,80.7,17.514,100,12.5,rain,0.0,0.0,42.5,18.6,305.8,1008.0,59.8,3.7,178.1,15.3,6.0,,2017-07-01T06:08:31,2017-07-01T18:46:26,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-02,30.0,25.6,27.4,37.4,25.6,30.3,23.5,79.0,0.0,0,0.0,,0.0,0.0,45.0,20.5,316.8,1008.3,56.5,4.3,166.1,14.3,6.0,,2017-07-02T06:08:46,2017-07-02T18:46:34,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-03,31.0,25.0,27.4,40.6,25.0,30.3,23.5,79.0,1.276,100,8.33,rain,0.0,0.0,48.6,22.3,323.9,1009.2,57.7,4.4,139.7,12.2,6.0,,2017-07-03T06:09:00,2017-07-03T18:46:42,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-04,31.0,24.8,27.9,40.6,24.8,31.5,24.0,79.9,0.0,0,0.0,,0.0,0.0,38.9,20.5,305.8,1009.1,45.2,5.4,228.3,19.7,8.0,,2017-07-04T06:09:15,2017-07-04T18:46:49,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-05,30.1,26.0,28.1,37.4,26.0,32.0,24.3,80.0,0.4,100,8.33,rain,0.0,0.0,45.0,27.7,312.9,1009.5,53.7,5.2,238.5,20.6,8.0,,2017-07-05T06:09:30,2017-07-05T18:46:55,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOTV,43371099999,43355099999,43354099999,remote,43372099999,43352099999"
kollam,2017-07-06,31.0,25.8,28.3,40.6,25.8,32.6,24.1,78.4,0.0,0,0.0,,0.0,0.0,50.4,18.4,314.0,1009.4,52.7,4.6,212.5,18.2,7.0,,2017-07-06T06:09:44,2017-07-06T18:47:00,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-07,31.0,25.9,28.2,40.6,25.9,32.6,24.3,79.6,0.0,0,0.0,,0.0,0.0,46.8,27.7,312.2,1009.0,58.1,4.5,198.4,17.3,7.0,,2017-07-07T06:09:59,2017-07-07T18:47:05,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-08,30.0,25.7,27.2,37.4,25.7,29.8,23.6,80.6,5.543,100,16.67,rain,0.0,0.0,39.6,18.4,312.4,1009.0,65.5,4.0,192.6,16.7,7.0,,2017-07-08T06:10:13,2017-07-08T18:47:09,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-09,29.0,24.8,26.9,33.6,24.8,29.1,22.8,78.8,0.0,0,0.0,,0.0,0.0,36.0,22.3,304.6,1009.3,62.5,4.7,134.2,11.7,5.0,,2017-07-09T06:10:28,2017-07-09T18:47:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-10,29.3,24.9,26.6,35.3,24.9,28.5,22.9,80.2,6.0,100,12.5,rain,0.0,0.0,38.5,16.6,301.2,1010.1,59.3,4.5,96.4,8.5,4.0,,2017-07-10T06:10:42,2017-07-10T18:47:16,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VOTV,43371099999,43355099999,43354099999,remote,43372099999,43352099999"
kollam,2017-07-11,29.0,25.0,26.6,34.5,25.0,28.3,22.8,80.2,9.752,100,16.67,rain,0.0,0.0,37.1,22.3,312.0,1009.8,68.8,4.1,170.7,14.9,7.0,,2017-07-11T06:10:56,2017-07-11T18:47:18,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-12,30.0,24.8,27.5,37.4,24.8,30.5,23.5,79.4,0.0,0,0.0,,0.0,0.0,38.9,22.3,306.1,1009.1,61.4,4.6,170.8,14.6,6.0,,2017-07-12T06:11:10,2017-07-12T18:47:19,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-13,31.0,24.8,28.0,39.1,24.8,32.0,24.1,79.4,0.193,100,4.17,rain,0.0,0.0,40.7,22.3,311.2,1009.3,63.5,4.3,171.9,14.9,7.0,,2017-07-13T06:11:23,2017-07-13T18:47:20,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
kollam,2017-07-14,31.0,24.7,27.4,40.6,24.7,30.8,23.6,79.4,0.517,100,4.17,rain,0.0,0.0,40.3,20.5,316.1,1009.5,48.1,4.9,162.0,14.0,6.0,,2017-07-14T06:11:37,2017-07-14T18:47:20,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOTV,43371099999,43355099999,43354099999,43372099999,43352099999"
